,index,LOCODE,Name,NameWoDiacritics,SubDiv,Function,Status,Date,Coordinates,Latitude,Longitude
435,1028,IN RAP,Rampur,Rampur,UP,--3-----,RL,1201.0,2648N 07901E,26.48,79.01
436,1029,IN RMT,Ramtek,Ramtek,MH,-23-----,RL,1407.0,2124N 07920E,21.24,79.2
437,1031,IN RNM,Ranasthalam,Ranasthalam,AP,-23-----,RL,1207.0,1812N 08341E,18.12,83.41
438,1032,IN IXR,Ranchi,Ranchi,BR,-234----,AI,207.0,2321N 08520E,23.21,85.2
439,1034,IN RAN,Rania,Rania,HR,--3-----,RL,1101.0,2932N 07450E,29.32,74.5
440,1035,IN TN9,Ranipet,Ranipet,TN,--3-----,RL,1407.0,1255N 07919E,12.55,79.19
441,1043,IN RGN,Renigunta,Renigunta,AP,-23-----,RL,1207.0,1339N 07931E,13.39,79.31
442,1044,IN RKO,Renukoot,Renukoot,UP,-23-----,RL,1807.0,2413N 08302E,24.13,83.02
443,1047,IN REA,Rewari,Rewari,HR,--3--6--,AA,501.0,2811N 07637E,28.11,76.37
444,1051,IN RHA,Roha,Roha,MH,--3-----,RL,1301.0,1826N 07307E,18.26,73.07
445,1052,IN ROH,Rohtak,Rohtak,HR,--3-----,RL,607.0,2853N 07635E,28.53,76.35
446,1053,IN ROO,Roorkee,Roorkee,UP,--3-----,RL,1301.0,2952N 07753E,29.52,77.53
447,1058,IN MDR,RTPL SEZ/Madurai,RTPL SEZ/Madurai,TN,--3--6--,AA,1207.0,0956N 07807E,9.56,78.07
448,1060,IN RPN,Rupnagar,Rupnagar,PB,--3-----,RL,1201.0,3057N 07631E,30.57,76.31
449,1067,IN SGR,Sagar,Sagar,MP,--3-----,RL,1201.0,2216N 07926E,22.16,79.26
450,1069,IN SHB,Sahibabad,Sahibabad,UP,-23-----,RL,1401.0,2841N 07724E,28.41,77.24
451,1075,IN SAM,Samalkot,Samalkot,AP,123--6--,RL,1207.0,1703N 08211E,17.03,82.11
452,1076,IN JSJ,Sambalpur,Sambalpur,OR,--3-----,RL,1301.0,2127N 08358E,21.27,83.58
453,1077,IN SAA,Sanand,Sanand,GJ,--3-----,RQ,1001.0,2259N 07223E,22.59,72.23
454,1081,IN SAG,Sangli,Sangli,MH,--3-----,RL,1201.0,1652N 07434E,16.52,74.34
455,1082,IN SAN,Sangrur,Sangrur,PB,--3-----,RL,1207.0,3014N 07550E,30.14,75.5
456,1084,IN CAS,SAPL SEZ/Ganjam,SAPL SEZ/Ganjam,OR,--3-----,RL,1407.0,1923N 08504E,19.23,85.04
457,1087,IN SRL,Saroli,Saroli,RJ,--3-----,RL,1301.0,2606N 07603E,26.06,76.03
458,1092,IN STY,Satyavedu,Satyavedu,TN,--3-----,RL,1301.0,1326N 07959E,13.26,79.59
459,1093,IN TSM,Sawai Madhopur,Sawai Madhopur,RJ,--3-----,RL,1201.0,2601N 07620E,26.01,76.2
460,1094,IN MUC,SCPL SEZ/Mulund,SCPL SEZ/Mulund,MH,--3--6--,AA,1207.0,1912N 07258E,19.12,72.58
461,1099,IN SEH,Sehore,Sehore,MP,--3-----,RL,1201.0,2312N 07705E,23.12,77.05
462,1104,IN SHD,Shahdol,Shahdol,MP,--3-----,RL,1201.0,2317N 08121E,23.17,81.21
463,1105,IN SJN,Shahjahanpur,Shahjahanpur,UP,--3-----,RL,1201.0,2753N 07955E,27.53,79.55
464,1106,IN SHJ,Shajapur,Shajapur,MP,--3-----,RL,1201.0,2326N 07616E,23.26,76.16
465,1107,IN SH2,Shamli,Shamli,UP,--3-----,RL,1407.0,2927N 07719E,29.27,77.19
466,1110,IN SHE,Sheopur,Sheopur,MP,--3-----,RL,1201.0,2240N 07642E,22.4,76.42
467,1117,IN SHV,Shivpuri,Shivpuri,MP,--3-----,RL,1201.0,2526N 07739E,25.26,77.39
468,1119,IN SHR,Sholinghur,Sholinghur,TN,--3-----,RL,407.0,1307N 07925E,13.07,79.25
469,1120,IN SHN,Shopian,Shopian,JK,--3-----,RL,1201.0,3343N 07449E,33.43,74.49
470,1122,IN SIB,Sibsagar,Sibsagar,AS,--3-----,RL,1201.0,2659N 09438E,26.59,94.38
471,1125,IN SDD,Siddharthnagar,Siddharthnagar,UP,--3-----,RL,1201.0,2715N 08300E,27.15,83.0
472,1126,IN SID,Sidhi,Sidhi,MP,--3-----,RL,1201.0,2423N 08152E,24.23,81.52
473,1127,IN SHO,Sihor,Sihor,MP,--3-----,RL,1301.0,2541N 07807E,25.41,78.07
474,1128,IN SIK,Sika,Sika,GJ,123-----,AA,207.0,2226N 06950E,22.26,69.5
475,1129,IN SKR,Sikar,Sikar,RJ,--3-----,RQ,907.0,2737N 07509E,27.37,75.09
476,1130,IN SKK,Sikkim,Sikkim,AN,1-3-----,RL,1707.0,2719N 08837E,27.19,88.37
477,1133,IN SIL,Siliguri,Siliguri,WB,123-----,RL,701.0,2643N 08825E,26.43,88.25
478,1134,IN SIV,Silvassa,Silvassa,DN,--3-----,RL,701.0,2016N 07301E,20.16,73.01
479,1140,IN SIN,Sindhudurg,Sindhudurg,MH,--3-----,RL,1201.0,1622N 07375E,16.22,73.75
480,1141,IN SIR,Singanallur,Singanallur,TN,--3--6--,AA,207.0,1100N 07700E,11.0,77.0
481,1143,IN SLI,Singrauli,Singrauli,MP,--3-----,RL,1201.0,2412N 08240E,24.12,82.4
482,1145,IN HSI,SIPC SEZ/Krishnagiri,SIPC SEZ/Krishnagiri,TN,--3--6--,AA,1207.0,1232N 07814E,12.32,78.14
483,1146,IN VLR,SIPC SEZ/Vellore,SIPC SEZ/Vellore,TN,--3--6--,AA,1207.0,1256N 07908E,12.56,79.08
484,1151,IN CSP,SIPL SEZ/Kancheepuram,SIPL SEZ/Kancheepuram,TN,--3--6--,AA,1207.0,1250N 07943E,12.5,79.43
485,1152,IN PSI,SIPL SEZ/Pune,SIPL SEZ/Pune,MH,--3--6--,AA,1207.0,1832N 07352E,18.32,73.52
486,1153,IN SIO,Sirohi,Sirohi,RJ,--3-----,RL,1201.0,2453N 07252E,24.53,72.52
487,1156,IN SIT,Sitapur,Sitapur,UP,--3-----,RL,1201.0,2734N 08041E,27.34,80.41
488,1158,IN SVK,Sivakasi,Sivakasi,TN,--3-----,RL,1301.0,0927N 07749E,9.27,77.49
489,1160,IN SKA,Sokhana,Sokhana,UP,--3-----,AA,1601.0,2736N 07804E,27.36,78.04
490,1161,IN QSL,Solan,Solan,,--3-----,RQ,1001.0,3055N 07707E,30.55,77.07
491,1162,IN SOL,Solapur,Solapur,MH,--3-----,RL,1201.0,1741N 07555E,17.41,75.55
492,1165,IN SUB,Sonepur,Sonepur,OR,--3-----,RL,1201.0,2051N 08350E,20.51,83.5
493,1166,IN SON,Sonipat,Sonipat,HR,-23-----,RL,1301.0,2859N 07701E,28.59,77.01
494,1167,IN SSI,South Sikkim,South Sikkim,SK,--3-----,RL,1201.0,2723N 08821E,27.23,88.21
495,1169,IN AIR,SPPL SEZ/Thane,SPPL SEZ/Thane,MH,--3--6--,AA,1207.0,1912N 07258E,19.12,72.58
496,1172,IN MUK,Sri Muktsar Sahib,Sri Muktsar Sahib,PB,--3-----,RL,1201.0,3028N 07430E,30.28,74.3
497,1175,IN SRP,Sriperumbudur,Sriperumbudur,TN,--3--6--,RL,1001.0,1258N 07957E,12.58,79.57
498,1177,IN SKN,St Kabir Nagar,St Kabir Nagar,UP,--3-----,RL,1201.0,2645N 08305E,26.45,83.05
499,1178,IN KNM,Startrack,Startrack,UP,--3-----,RL,1207.0,2831N 07732E,28.31,77.32
500,1183,IN SUN,Sundargarh,Sundargarh,OR,--3-----,RL,1201.0,2207N 08402E,22.07,84.02
501,1184,IN SJP,Surajpur,Surajpur,UP,--3--6--,RL,407.0,2831N 07729E,28.31,77.29
502,1186,IN STV,Surat,Surat,GJ,1234-6--,AI,307.0,2110N 07250E,21.1,72.5
503,1188,IN CSV,SVPL SEZ/Coimbatore,SVPL SEZ/Coimbatore,TN,--3--6--,AA,1207.0,1100N 07658E,11.0,76.58
504,1189,IN PNS,SVRL SEZ/Raigad,SVRL SEZ/Raigad,MH,--3--6--,AA,1207.0,1859N 07306E,18.59,73.06
505,1192,IN TAD,Tadri,Tadri,KA,1-3-----,AA,501.0,1431N 07421E,14.31,74.21
506,1205,IN TBT,TCSL SEZ/Siruseri,TCSL SEZ/Siruseri,TN,--3--6--,AA,1207.0,1305N 08017E,13.05,80.17
507,1207,IN CBT,TDPL SEZ/Coimbatore,TDPL SEZ/Coimbatore,TN,--3--6--,AA,1207.0,1100N 07658E,11.0,76.58
508,1214,IN THN,Thane,Thane,MH,123-----,RL,701.0,1912N 07258E,19.12,72.58
509,1217,IN TRV,Thiruvananthapuram (ex Trivandrum),Thiruvananthapuram (ex Trivandrum),KL,-234----,AI,1207.0,0829N 07655E,8.29,76.55
510,1218,IN TVR,Thiruvarur,Thiruvarur,TN,--3-----,RL,1201.0,1308N 07954E,13.08,79.54
511,1222,IN THR,Thrissur,Thrissur,KL,--3-----,RL,1201.0,1031N 07613E,10.31,76.13
512,1224,IN TI3,Tihi,Tihi,MP,--3-----,AA,2007.0,2237N 07544E,22.37,75.44
513,1225,IN TIK,Tikamgarh,Tikamgarh,UP,--3-----,RL,1201.0,2444N 07850E,24.44,78.5
514,1227,IN TSK,Tinsukia,Tinsukia,AS,--3-----,RL,1101.0,2730N 09522E,27.3,95.22
515,1228,IN MAS,TIPL SEZ/Chennai,TIPL SEZ/Chennai,TN,--3--6--,AA,1207.0,1305N 08017E,13.05,80.17
516,1229,IN TCH,Tiruchengodu,Tiruchengodu,TN,--3-----,RL,1301.0,1123N 07756E,11.23,77.56
517,1231,IN TRI,Tiruchirappalli,Tiruchirappalli,TN,--3-----,RL,1201.0,1047N 07842E,10.47,78.42
518,1234,IN TUP,Tiruppur,Tiruppur,TN,--3--6--,AA,212.0,1105N 07721E,11.05,77.21
519,1235,IN TRU,Tirur,Tirur,KL,--3-----,RL,1207.0,1054N 07555E,10.54,75.55
520,1236,IN TRL,Tiruvallur,Tiruvallur,TN,-23--6--,RL,1207.0,1309N 07955E,13.09,79.55
521,1245,IN TDE,Tudiyalür,Tudiyalur,TN,-23--6--,RN,407.0,1105N 07657E,11.05,76.57
522,1246,IN TKD,Tughlakabad,Tughlakabad,DL,-23--6--,AA,212.0,2830N 07716E,28.3,77.16
523,1247,IN TUB,TUMB,TUMB,GJ,--3-----,AA,1607.0,2010N 07245E,20.1,72.45
524,1248,IN ZUM,Tumkur,Tumkur,KA,1-3-----,RL,1707.0,1630N 07705E,16.3,77.05
525,1251,IN TUT,Tuticorin,Tuticorin,TN,123--6--,AA,501.0,0847N 07808E,8.47,78.08
526,1253,IN UDH,Udhampur,Udhampur,JK,--3-----,RL,1201.0,3256N 07508E,32.56,75.08
527,1254,IN UJJ,Ujjain,Ujjain,MP,--3-----,RL,1201.0,2311N 07546E,23.11,75.46
528,1257,IN UMA,Umaria,Umaria,MP,--3-----,RL,1201.0,2342N 07840E,23.42,78.4
529,1259,IN UMG,Umbergaon,Umbergaon,MH,--3-----,RQ,212.0,2012N 07251E,20.12,72.51
530,1262,IN UNN,Unnao,Unnao,UP,--3-----,RL,2001.0,2653N 08048E,26.53,80.48
531,1263,IN URA,Uran,Uran,MH,123-----,RL,901.0,1853N 07256E,18.53,72.56
532,1267,IN BDQ,Vadodara,Vadodara,GJ,1234----,AI,1207.0,2218N 07312E,22.18,73.12
533,1268,IN VVK,Valasaravakkam,Valasaravakkam,TN,--3-----,RL,1301.0,1302N 08010E,13.02,80.1
534,1271,IN VSD,Valsad,Valsad,GJ,--3-----,RL,901.0,2038N 07256E,20.38,72.56
535,1274,IN VPI,Vapi,Vapi,GJ,-23-----,AA,1101.0,2022N 07254E,20.22,72.54
536,1275,IN VNS,Varanasi,Varanasi,UP,--34-6--,AA,1301.0,2520N 08300E,25.2,83.0
537,1278,IN VGM,Vasco da Gama,Vasco da Gama,GA,--3-----,RL,701.0,1524N 07349E,15.24,73.49
538,1279,IN VSH,Vashi,Vashi,MH,--3-----,RL,2001.0,1907N 07300E,19.07,73.0
539,1288,IN VHA,Vidisha,Vidisha,MP,--3-----,RL,1301.0,2332N 07749E,23.32,77.49
540,1289,IN VID,Vidyanagar,Vidyanagar,GJ,--3-----,RL,901.0,2232N 07254E,22.32,72.54
541,1291,IN VIJ,Vijayanagar,Vijayanagar,GJ,--3-----,RL,901.0,2359N 07316E,23.59,73.16
542,1296,IN VIL,Viluppuram,Viluppuram,TN,--3-----,RL,1201.0,1156N 07929E,11.56,79.29
543,1297,IN VGH,Virudhunagar,Virudhunagar,TN,--3-----,RL,1301.0,0935N 07757E,9.35,77.57
544,1298,IN VTZ,Visakhapatnam,Visakhapatnam,AP,1234-6--,AA,307.0,1742N 08318E,17.42,83.18
545,1299,IN VSG,Visnagar,Visnagar,GJ,--3-----,RL,1301.0,2342N 07233E,23.42,72.33
546,1301,IN CJV,VTPL SEZ/Kancheepuram,VTPL SEZ/Kancheepuram,TN,--3--6--,AA,1207.0,1250N 07943E,12.5,79.43
547,1303,IN WAD,Wada,Wada,MH,1-3-----,RL,701.0,1859N 07345E,18.59,73.45
548,1304,IN WAI,Wai,Wai,MH,--3-----,RQ,1001.0,1756N 07354E,17.56,73.54
549,1306,IN WRA,Warangal,Warangal,AP,--3-----,RL,1201.0,1800N 07935E,18.0,79.35
550,1307,IN WAR,Warora,Warora,MH,--3-----,RL,701.0,2014N 07900E,20.14,79.0
551,1309,IN WAS,Washim,Washim,MH,--3-----,RL,1201.0,2006N 07709E,20.06,77.09
552,1311,IN WSS,West Sikkim,West Sikkim,SK,--3-----,RL,1201.0,2724N 08812E,27.24,88.12
553,1318,IN YAN,Yanam,Yanam,AP,--3-----,RL,1201.0,1644N 08213E,16.44,82.13
554,1319,IN YVT,Yavatamal,Yavatamal,MH,--3-----,RL,1107.0,2024N 07808E,20.24,78.08
555,1320,IN YAV,Yavatmal,Yavatmal,MH,--3-----,RL,1201.0,2024N 07808E,20.24,78.08
556,1322,IN ZHR,Zahirabad,Zahirabad,TG,--3-----,RL,2001.0,1740N 07736E,17.4,77.36
557,1325,IN ZIR,Zirakpur,Zirakpur,PB,--3-----,RL,1401.0,3039N 07649E,30.39,76.49
